CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,_Churn_raw,_Churn_mapped,TenureGroup
161,411,Germany,Male,31,0,175160.2,1,1,0,42002.84,1,1,1,0
162,565,France,Female,40,2,10810.76,1,1,0,80307.09,0,0,0,1-12
163,642,Spain,Male,61,1,93479.01,4,0,0,145708.31,0,0,0,1-12
164,448,Germany,Female,82,1,86561.23,2,1,0,145908.91,0,0,0,1-12
165,521,Spain,Male,78,0,61204.59,4,0,1,68530.39,0,0,0,0
166,709,Spain,Female,72,4,163571.83,3,0,0,67802.38,0,0,0,1-12
167,563,Spain,Female,88,4,72497.52,2,0,1,70921.98,0,0,0,1-12
168,824,Spain,Male,67,2,151682.89,4,1,1,179495.24,0,0,0,1-12
169,384,Spain,Female,29,8,126084.21,2,1,0,182807.04,0,0,0,1-12
170,798,Spain,Female,32,5,54297.47,4,1,1,12817.22,0,0,0,1-12
171,576,Germany,Male,34,9,66641.51,3,1,0,71753.11,0,0,0,1-12
172,450,Spain,Female,51,5,42650.01,1,1,1,84486.75,1,1,1,1-12
173,780,France,Male,52,9,14157.3,2,1,0,196653.24,1,1,1,1-12
174,811,Germany,Female,56,5,154797.12,4,1,0,189391.89,1,1,1,1-12
175,480,France,Male,72,1,168197.17,1,1,1,129381.77,0,0,0,1-12
176,606,Spain,Male,76,9,41500.0,3,1,0,18703.01,1,1,1,1-12
177,354,France,Male,22,9,153848.1,1,0,0,46331.24,1,1,1,1-12
178,567,Spain,Male,47,7,245521.19,3,1,1,92499.19,1,1,1,1-12
179,604,Spain,Male,21,5,18600.52,4,1,0,192216.77,0,0,0,1-12
180,747,Germany,Female,32,2,122592.72,3,1,1,27993.83,0,0,0,1-12
181,708,Germany,Female,52,9,183259.55,1,0,0,160356.95,1,1,1,1-12
182,632,Spain,Male,91,8,11502.3,4,1,1,46326.44,1,1,1,1-12
183,742,Germany,Female,72,1,194568.37,4,1,0,106491.71,1,1,1,1-12
184,556,France,Female,83,6,244877.81,2,0,1,155724.46,0,0,0,1-12
185,364,Germany,Female,77,2,22121.97,4,1,0,141574.12,1,1,1,1-12
186,695,Germany,Male,41,5,205557.48,4,0,0,157392.09,0,0,0,1-12
187,391,France,Male,39,4,94645.39,4,0,0,164582.61,1,1,1,1-12
188,729,Germany,Female,61,5,36029.05,2,1,1,68091.06,0,0,0,1-12
189,810,Spain,Male,49,7,123298.3,3,1,0,79165.81,0,0,0,1-12
190,528,France,Male,68,2,17879.68,1,0,0,164991.11,0,0,0,1-12
191,412,Spain,Female,20,1,130525.35,4,1,1,17342.19,0,0,0,1-12
192,701,France,Male,87,7,4839.2,1,0,1,107746.39,0,0,0,1-12
193,580,Spain,Male,49,0,182152.86,1,1,0,184876.88,0,0,0,0
194,590,Spain,Male,19,1,121992.42,4,0,1,178150.76,0,0,0,1-12
195,401,Germany,Male,76,9,114734.92,1,1,0,162817.75,1,1,1,1-12
196,445,Spain,Male,90,0,49047.87,3,0,1,14094.28,1,1,1,0
197,737,Germany,Female,31,4,90315.79,1,0,1,178660.54,0,0,0,1-12
198,571,France,Male,68,7,45467.36,1,0,1,183216.15,0,0,0,1-12
199,834,Spain,Male,28,1,183847.53,2,1,0,136097.31,0,0,0,1-12
200,756,Spain,Female,27,3,49756.32,3,0,0,66793.64,0,0,0,1-12
201,580,France,Female,75,3,154188.33,1,1,0,103086.2,0,0,0,1-12
202,586,France,Male,51,6,69901.88,4,1,0,154897.69,0,0,0,1-12
203,492,Spain,Female,70,0,164245.55,1,0,1,164475.45,1,1,1,0
204,520,France,Male,45,8,135113.74,4,0,0,75235.36,0,0,0,1-12
205,378,Germany,Female,35,2,105859.66,3,1,0,71952.75,1,1,1,1-12
206,385,France,Male,43,5,168250.21,3,0,0,149874.43,0,0,0,1-12
207,362,France,Female,24,9,103930.52,2,0,1,140407.62,0,0,0,1-12
208,509,Spain,Male,62,4,205342.65,4,1,1,107507.47,0,0,0,1-12
209,676,Germany,Female,62,3,182399.61,4,0,0,89849.49,1,1,1,1-12
210,536,France,Male,88,8,135159.75,3,1,1,134860.35,1,1,1,1-12
211,592,Germany,Male,52,8,219265.17,4,0,1,16162.33,0,0,0,1-12
212,435,Germany,Male,69,0,207215.46,4,0,1,24381.02,0,0,0,0
213,633,Germany,Female,38,6,132959.85,1,1,1,118886.48,1,1,1,1-12
214,415,Spain,Female,45,9,17111.92,2,0,1,49952.96,0,0,0,1-12
215,519,France,Male,61,8,141499.09,1,1,0,157208.96,1,1,1,1-12
216,394,Spain,Male,73,4,88814.25,3,0,1,156749.16,0,0,0,1-12
217,411,France,Male,27,0,135028.24,4,0,1,144892.8,0,0,0,0
218,790,France,Male,40,7,161782.62,4,1,1,181684.51,0,0,0,1-12
219,483,Spain,Female,65,4,161209.64,3,1,0,36758.64,1,1,1,1-12
220,633,Germany,Female,69,5,168381.01,4,1,1,59255.66,0,0,0,1-12
221,377,Germany,Female,32,6,169817.16,3,1,1,57936.86,0,0,0,1-12
222,457,France,Male,72,9,27320.35,2,1,1,158653.85,0,0,0,1-12
223,393,Spain,Male,60,6,47928.08,4,0,1,109055.49,1,1,1,1-12
224,689,Germany,Female,67,6,157635.25,1,1,0,58008.4,1,1,1,1-12
225,635,Germany,Female,23,0,102043.1,1,1,0,35921.16,1,1,1,0
226,795,France,Female,50,6,190712.91,2,1,0,179673.1,0,0,0,1-12
227,680,France,Female,79,2,31227.32,3,1,0,141504.52,0,0,0,1-12
228,477,Spain,Male,72,4,47880.75,4,1,1,110419.75,0,0,0,1-12
229,697,France,Male,56,9,139616.16,4,1,0,193439.46,0,0,0,1-12
230,822,Germany,Male,29,4,125187.0,1,1,0,171422.28,0,0,0,1-12
231,580,Germany,Female,48,7,66599.29,3,0,0,43843.06,0,0,0,1-12
232,539,Germany,Male,91,6,102085.81,3,1,1,106544.81,0,0,0,1-12
233,574,Germany,Female,70,6,8745.32,4,0,0,102354.94,0,0,0,1-12
234,734,Spain,Female,51,5,9259.53,4,0,1,170414.42,0,0,0,1-12
235,726,Spain,Female,58,6,23731.75,1,0,1,38326.73,1,1,1,1-12
236,632,France,Female,27,6,144198.11,3,0,1,95839.39,0,0,0,1-12
237,795,France,Female,69,4,215929.1,4,1,0,130942.71,0,0,0,1-12
238,470,France,Male,74,4,65055.82,4,1,0,189598.38,0,0,0,1-12
239,465,Spain,Male,20,3,8484.96,1,0,0,180860.34,0,0,0,1-12
240,810,Germany,Male,74,3,177156.78,1,1,0,111431.1,0,0,0,1-12
241,582,France,Female,50,4,213838.06,4,0,1,125276.95,0,0,0,1-12
242,608,Germany,Male,24,9,34543.2,2,0,0,171956.26,1,1,1,1-12
243,708,France,Female,21,8,96436.92,1,0,0,151433.77,0,0,0,1-12
244,547,France,Male,56,5,39684.21,4,0,0,177073.77,0,0,0,1-12
245,805,France,Female,65,7,26589.36,2,0,1,180226.82,1,1,1,1-12
246,760,France,Female,91,8,162042.13,4,1,1,168191.34,0,0,0,1-12
247,486,France,Male,33,3,241884.12,3,1,1,11781.86,0,0,0,1-12
248,667,Germany,Female,55,6,169541.41,2,1,1,69077.44,0,0,0,1-12
249,514,France,Male,21,4,246203.67,3,1,0,86668.23,0,0,0,1-12
250,574,Germany,Male,21,3,108598.82,4,1,1,138803.91,1,1,1,1-12
251,656,Spain,Male,44,6,224467.45,2,0,1,68303.59,0,0,0,1-12
252,583,France,Female,34,2,51271.06,3,1,0,71476.04,0,0,0,1-12
253,521,Germany,Female,87,0,29476.09,1,0,0,86038.58,1,1,1,0
254,501,Spain,Female,71,6,175630.01,2,1,0,191513.38,1,1,1,1-12
255,812,Spain,Female,25,8,92852.08,1,0,1,93059.99,0,0,0,1-12
256,664,Spain,Male,70,1,79421.9,1,0,1,36727.72,0,0,0,1-12
257,723,Germany,Female,22,6,167820.14,3,0,0,11207.6,0,0,0,1-12
258,509,France,Male,86,9,83371.01,4,0,1,54956.41,0,0,0,1-12
259,445,France,Male,64,1,143139.54,3,0,0,188374.07,1,1,1,1-12
260,821,Germany,Female,91,2,74863.78,4,0,0,191448.58,0,0,0,1-12
261,582,France,Female,57,9,195939.4,3,1,1,110510.26,0,0,0,1-12
262,529,Germany,Male,24,9,78097.09,3,1,0,132809.04,0,0,0,1-12
263,462,France,Female,29,2,133748.54,2,0,0,161224.42,0,0,0,1-12
264,667,Spain,Male,42,3,5794.02,4,0,1,20618.65,0,0,0,1-12
265,846,France,Female,45,5,197932.7,1,1,1,81118.39,0,0,0,1-12
266,791,Germany,Female,60,2,155084.44,4,0,1,132026.99,0,0,0,1-12
267,401,Germany,Male,64,8,48059.27,4,1,1,180668.15,1,1,1,1-12
268,617,Spain,Male,66,1,53843.34,3,0,0,148097.62,1,1,1,1-12
269,644,Germany,Male,71,6,65623.23,1,1,1,76511.68,0,0,0,1-12
270,735,France,Female,35,5,144132.53,2,0,1,182896.64,0,0,0,1-12
271,736,France,Female,44,1,137079.08,3,1,0,136277.7,0,0,0,1-12
272,462,Spain,Female,89,2,68465.93,2,1,0,167744.7,0,0,0,1-12
273,450,Germany,Male,23,5,173515.57,2,1,0,83246.43,1,1,1,1-12
274,462,Spain,Male,86,9,222260.29,4,0,0,10410.18,1,1,1,1-12
275,789,France,Female,88,3,10878.87,1,1,1,41572.03,0,0,0,1-12
276,430,Spain,Male,39,0,104299.16,4,1,1,186163.71,0,0,0,0
277,536,Germany,Female,76,0,148380.03,1,0,1,16293.57,1,1,1,0
278,462,Spain,Male,64,2,146608.8,2,0,0,123247.46,0,0,0,1-12
279,351,Germany,Female,85,7,4883.84,4,0,0,87734.23,1,1,1,1-12
280,479,Germany,Female,49,3,52641.52,2,1,0,91619.95,1,1,1,1-12
281,569,France,Female,18,0,15457.68,3,0,0,86155.49,1,1,1,0
282,403,France,Male,71,7,142241.27,1,1,0,22810.91,0,0,0,1-12
283,692,France,Male,63,9,161347.47,2,1,1,33242.79,0,0,0,1-12
284,834,Germany,Female,58,5,39935.54,2,1,1,21958.48,0,0,0,1-12
285,573,Spain,Female,58,0,83252.78,1,1,0,20242.49,1,1,1,0
286,574,Germany,Female,25,9,82450.94,2,1,0,26266.01,1,1,1,1-12
287,734,France,Female,49,9,204950.58,3,0,1,142357.27,0,0,0,1-12
288,752,France,Female,47,5,48664.85,2,0,1,31698.99,0,0,0,1-12
289,475,Spain,Female,63,0,137078.53,2,0,1,59683.68,1,1,1,0
290,479,France,Male,69,9,195733.88,1,0,0,134820.34,0,0,0,1-12
291,402,France,Male,78,9,207394.55,1,0,0,31330.48,0,0,0,1-12
292,521,France,Male,30,2,166641.52,3,0,0,182948.69,0,0,0,1-12
293,567,Spain,Male,57,1,74881.94,2,0,1,100721.99,0,0,0,1-12
294,509,Germany,Female,78,3,205761.64,4,1,1,192980.92,1,1,1,1-12
295,547,France,Female,61,1,185541.51,3,1,1,46577.04,0,0,0,1-12
296,765,Spain,Female,79,4,176117.28,4,1,0,15818.63,1,1,1,1-12
297,596,France,Male,61,3,16833.85,2,1,1,122153.47,0,0,0,1-12
298,673,Spain,Male,65,5,10816.22,2,1,0,72460.29,0,0,0,1-12
299,788,France,Female,91,6,173841.32,1,0,0,118754.2,0,0,0,1-12
300,552,Spain,Male,76,1,236198.7,3,0,0,99993.53,0,0,0,1-12
301,533,France,Male,74,1,193430.98,4,0,0,96859.67,1,1,1,1-12
302,472,Germany,Female,28,7,207868.89,2,1,1,171723.75,0,0,0,1-12
303,750,France,Female,42,8,136245.57,2,0,0,46448.46,1,1,1,1-12
304,604,Spain,Female,78,4,76146.54,1,1,1,104930.63,1,1,1,1-12
305,643,France,Male,63,6,169434.22,1,1,0,89040.81,0,0,0,1-12
306,629,Germany,Female,71,8,177992.72,1,0,1,138016.19,0,0,0,1-12
307,674,France,Female,51,0,168839.49,3,1,1,19525.21,0,0,0,0
308,721,Spain,Female,24,7,236677.26,3,1,0,110589.88,0,0,0,1-12
309,447,Spain,Male,79,9,91794.76,2,0,0,100922.72,0,0,0,1-12
310,547,Germany,Male,74,9,9914.38,4,0,0,194980.32,0,0,0,1-12
311,819,Spain,Female,22,8,227111.09,3,0,1,153606.15,0,0,0,1-12
312,744,France,Female,52,8,40124.78,1,0,1,39445.94,0,0,0,1-12
313,589,France,Male,54,9,174329.58,1,1,0,106750.74,0,0,0,1-12
314,493,France,Male,77,6,218301.11,3,0,0,158910.02,0,0,0,1-12
315,446,Spain,Female,82,9,77535.35,2,0,1,109668.18,0,0,0,1-12
316,550,France,Male,33,2,207603.81,2,0,0,77773.15,0,0,0,1-12
317,473,France,Female,47,4,83014.53,2,0,0,81564.52,0,0,0,1-12
318,536,France,Female,90,1,198564.48,2,1,0,79730.75,0,0,0,1-12
319,675,Germany,Male,59,9,17457.47,1,1,0,13791.35,0,0,0,1-12
320,813,Spain,Female,78,2,163810.75,3,1,1,148813.27,0,0,0,1-12
321,698,Spain,Female,91,9,169284.52,1,0,1,126067.91,1,1,1,1-12
322,608,Spain,Male,65,6,122856.46,4,0,0,61048.73,0,0,0,1-12
323,497,Germany,Female,79,0,171772.72,2,1,0,129704.44,1,1,1,0
324,601,Spain,Male,81,2,230795.92,2,1,1,68658.58,1,1,1,1-12
325,792,Germany,Female,74,4,183463.71,4,0,0,56242.46,0,0,0,1-12
326,769,Germany,Female,85,3,240324.01,4,1,0,150819.05,0,0,0,1-12
327,752,Spain,Male,63,2,112153.08,1,0,1,163730.83,1,1,1,1-12
328,695,France,Male,45,5,132072.68,4,0,1,128884.64,0,0,0,1-12
329,800,France,Male,20,5,65934.67,2,1,1,158987.86,0,0,0,1-12
330,496,Spain,Male,54,3,246400.42,4,1,1,79483.02,0,0,0,1-12
331,497,Spain,Male,65,8,13784.18,1,0,1,23642.72,1,1,1,1-12
332,701,Germany,Male,36,5,89655.1,4,0,1,124928.27,0,0,0,1-12
333,548,Spain,Female,34,8,74424.29,4,1,1,58635.49,0,0,0,1-12
334,657,Germany,Male,57,9,96627.93,1,1,0,157721.08,0,0,0,1-12
335,838,Spain,Female,67,9,229429.47,1,1,0,78040.44,1,1,1,1-12
336,766,France,Male,90,1,92009.47,1,0,1,137427.88,0,0,0,1-12
337,773,France,Female,46,5,229244.16,2,1,0,115044.56,0,0,0,1-12
338,477,Spain,Female,68,3,105834.72,2,1,1,165322.11,0,0,0,1-12
339,388,Germany,Male,59,1,213692.19,4,1,1,168138.03,0,0,0,1-12
340,687,France,Female,46,4,130437.52,2,0,1,22976.57,0,0,0,1-12
341,709,Germany,Female,83,2,77838.21,3,0,0,66071.97,1,1,1,1-12
342,478,Spain,Female,34,5,112337.45,1,0,1,175467.04,0,0,0,1-12
343,616,Spain,Male,48,7,106095.27,3,0,1,86758.03,0,0,0,1-12
344,825,France,Male,69,3,64978.52,1,0,0,107825.18,1,1,1,1-12
